;ward;turnout_98;inperson;phone;inperson_rand;phone_rand;age;maj_party;turnout_96
18155;19;0;0;0;0;0;52;1;1
7545;24;0;0;0;0;0;34;1;1
16941;13;1;0;0;0;0;48;1;1
1177;27;0;0;0;0;0;47;1;0
16375;5;0;0;0;0;0;35;1;0
2714;25;0;0;0;0;0;29;1;0
736;25;1;0;0;0;0;44;1;1
12640;10;1;0;0;0;1;38;0;0
7984;14;0;0;0;0;0;29;0;1
5571;11;0;0;0;0;0;40;1;0
14022;26;0;0;0;0;0;47;1;0
251;13;1;0;0;0;0;34;1;1
1520;14;0;0;0;0;0;42;0;0
8448;14;0;0;0;0;0;71;1;1
7472;25;0;0;0;0;0;20;0;0
5134;2;0;0;0;0;0;41;1;0
8585;27;0;0;0;0;0;38;1;0
18073;16;0;0;0;0;0;75;1;0
8029;16;1;0;0;0;0;42;1;0
9835;27;0;0;0;0;1;37;1;0
2202;10;0;0;0;0;0;28;1;1
9168;6;1;0;0;0;0;NA;1;1
17744;15;0;0;0;0;0;34;1;0
17199;13;0;0;0;0;0;36;0;1
14789;28;0;0;0;0;0;23;0;0
23442;29;0;0;0;0;0;82;1;1
6410;11;0;0;0;0;0;74;1;0
3045;20;0;0;0;0;0;21;1;0
15887;7;0;0;0;0;0;56;0;1
16063;12;0;0;0;0;0;41;0;1
17094;13;0;0;0;0;0;25;0;0
18281;15;0;0;0;0;0;58;1;0
2788;25;0;0;0;0;0;21;1;0
13700;15;0;0;0;0;0;41;0;0
22550;3;1;0;0;0;0;56;0;1
3082;6;0;0;0;0;0;32;1;0
398;17;1;0;0;0;0;57;1;1
14612;20;0;0;0;0;1;35;0;0
19186;10;0;0;0;0;1;40;1;0
5443;11;0;0;0;0;0;27;1;0
20360;4;0;0;0;0;0;30;1;1
9008;27;1;0;0;0;0;39;1;0
9004;25;1;0;0;0;0;83;1;1
4636;2;0;0;0;0;0;45;1;0
2212;10;1;0;0;0;0;45;1;1
15509;9;0;0;0;0;1;92;1;0
22196;8;1;0;0;0;0;33;1;1
7341;12;1;0;0;0;0;69;1;1
7340;12;0;0;1;0;1;61;1;1
8917;27;0;0;0;0;0;27;1;0
7096;17;0;0;0;0;0;66;1;0
18693;21;1;0;0;0;0;33;1;0
10;8;0;0;0;0;0;33;0;1
6320;11;1;0;0;0;0;79;1;1
4814;21;0;0;0;0;0;74;1;0
19775;6;1;0;0;0;0;79;1;1
13474;15;1;0;0;0;0;59;1;1
746;25;1;0;0;0;0;59;1;1
2316;5;0;0;0;0;0;28;1;0
19628;17;0;0;0;0;0;35;1;1
20163;17;0;0;0;0;1;72;1;0
2865;23;1;0;0;0;0;44;1;0
8705;18;0;0;0;0;0;48;1;1
884;17;0;0;0;0;0;41;1;1
10428;8;0;0;0;0;0;31;0;0
2689;23;1;0;0;0;0;51;1;1
12157;12;1;0;0;0;0;56;0;0
22800;22;1;0;0;0;0;59;1;1
18577;24;1;0;0;0;0;37;1;0
17861;11;0;0;0;0;0;44;1;0
5665;11;0;0;0;0;0;20;0;0
8753;9;1;0;0;0;0;67;1;1
21256;20;1;0;0;0;0;43;0;1
14201;10;0;0;0;0;0;71;0;1
8742;18;1;0;0;0;0;40;1;1
4376;18;1;0;0;0;0;46;0;1
4086;13;1;0;0;0;0;38;1;0
8140;17;0;0;0;0;0;78;1;1
16958;11;0;0;0;0;0;83;1;0
17763;15;0;0;0;0;0;47;1;0
7705;2;0;0;0;0;0;35;1;0
1900;30;1;0;0;0;0;30;1;0
12424;7;0;0;0;0;0;34;1;0
9254;12;0;0;0;0;0;38;1;0
22992;17;0;0;0;0;0;35;1;0
20009;2;1;0;0;0;0;50;1;0
7159;24;0;0;0;0;0;41;0;0
1747;30;0;0;0;0;0;36;1;0
9610;23;0;0;0;0;0;41;1;0
17155;11;1;0;0;0;0;68;1;1
10618;27;0;0;0;0;0;43;1;1
16970;11;0;0;0;0;0;75;1;0
20774;30;1;0;0;0;0;37;1;1
21678;24;0;0;0;0;0;30;1;0
4688;19;1;0;0;0;0;23;0;1
18965;5;1;0;0;0;0;81;1;1
5090;12;0;0;0;0;0;38;1;0
2223;19;0;0;0;0;1;29;0;1
7252;28;1;0;0;0;0;71;1;1
5885;11;0;0;0;0;0;91;1;0
480;14;0;0;0;0;0;38;0;1
15530;2;0;0;0;0;0;53;1;1
418;22;0;0;0;0;0;31;1;0
17491;30;0;0;0;0;0;26;1;0
10647;15;0;0;0;0;0;24;1;0
10815;18;0;0;0;0;0;38;0;0
5594;11;1;0;0;0;0;79;1;1
10764;26;0;0;0;0;1;41;1;0
15560;3;1;0;0;0;0;77;1;1
4420;23;1;0;0;0;0;69;1;1
236;15;0;0;0;0;1;42;1;0
8787;10;0;0;0;0;1;26;1;1
10332;6;0;0;0;0;0;29;0;0
2672;23;1;0;0;0;0;47;0;0
21795;28;1;0;0;0;0;55;0;1
3788;9;0;0;0;0;0;39;1;0
6216;11;1;0;0;0;0;83;1;1
9810;27;1;0;0;0;0;81;1;1
14811;24;0;0;0;0;0;70;1;1
1470;14;1;0;0;0;0;35;0;1
15284;7;0;0;0;0;0;45;1;0
12971;18;0;0;0;0;0;32;0;0
11873;17;1;0;0;0;0;77;1;1
20090;18;0;0;0;0;0;39;1;0
3730;26;0;0;0;0;0;44;1;0
10426;8;0;0;0;0;0;46;1;1
6827;24;0;0;0;0;0;30;0;1
2670;23;0;0;0;0;0;33;0;1
16204;24;1;0;0;0;0;37;1;1
14402;12;0;0;0;0;0;40;0;0
9274;4;0;0;0;0;0;52;1;1
555;3;0;0;0;0;0;65;1;1
12831;13;1;0;0;0;1;57;0;0
19794;6;1;0;0;0;0;74;1;0
22043;19;0;0;0;0;0;91;1;1
2832;7;0;0;0;0;0;70;0;0
6015;11;1;0;0;0;0;84;1;1
9441;14;1;0;0;0;0;49;1;0
14866;28;1;0;0;0;0;31;1;0
22753;16;1;0;0;0;0;58;1;1
21181;25;1;0;0;0;0;70;1;1
250;10;0;0;0;0;0;28;0;1
5770;11;1;0;0;0;0;89;1;1
14176;23;0;0;0;0;0;40;0;0
8240;14;0;0;0;0;0;35;1;0
9417;27;0;0;0;0;0;43;0;0
15335;7;0;0;0;0;0;26;0;0
16900;13;0;0;0;0;0;35;0;1
18117;6;0;0;0;0;1;47;1;0
12631;9;0;0;0;0;0;33;1;0
15188;10;1;0;0;0;0;30;1;0
19428;13;0;0;0;0;0;38;1;1
19426;13;1;0;0;0;0;70;1;1
6397;11;1;0;0;0;0;69;0;1
16242;14;1;0;0;0;0;42;1;1
18147;27;0;0;0;0;0;84;0;1
12747;30;0;0;0;0;0;49;0;0
14737;22;0;0;0;0;0;50;1;0
15201;10;0;0;0;0;0;48;0;0
6254;11;1;0;0;0;0;68;1;1
6982;17;1;0;0;0;0;80;1;1
15412;7;0;0;0;0;1;27;1;1
5725;11;1;0;0;0;0;76;1;1
6490;11;0;0;0;0;0;82;1;0
6134;11;0;0;0;0;1;82;1;0
13212;10;1;0;0;0;0;33;1;0
3778;26;0;0;0;0;0;29;0;0
10127;27;1;0;0;0;0;48;1;1
15922;7;0;0;0;0;1;35;0;0
2873;23;0;0;0;0;0;46;0;1
4214;20;1;0;0;0;0;75;1;0
21105;22;0;0;0;0;0;44;1;0
2662;2;0;0;0;0;0;74;1;0
18383;21;1;0;0;0;0;55;1;1
21168;21;1;0;0;0;0;42;1;0
5587;11;1;0;0;0;0;64;0;1
5631;11;1;0;0;0;0;60;1;1
6333;11;1;0;0;0;0;66;1;1
8129;17;0;0;0;0;0;71;1;1
14496;9;0;0;0;0;0;85;1;0
8760;9;0;0;0;0;0;27;1;0
15911;2;0;0;0;0;0;32;1;1
5926;11;0;0;0;0;0;95;1;0
4517;5;1;0;0;0;0;41;0;0
11855;23;1;0;0;0;0;42;1;1
11325;3;1;0;0;0;0;65;1;0
18419;21;1;0;0;0;0;49;1;1
10677;21;1;0;1;0;1;19;0;0
7993;16;0;0;0;0;0;34;1;0
16972;11;0;0;0;0;0;74;0;1
20450;6;0;0;0;0;0;53;1;0
17885;13;0;0;0;0;0;35;1;0
17957;8;0;0;0;0;0;38;1;0
18914;22;0;0;0;0;0;59;1;0
21308;27;0;0;0;0;0;37;1;0
10793;21;0;0;0;0;1;37;1;0
10814;21;0;0;0;0;0;36;1;0
7648;2;1;0;0;0;0;44;1;0
12728;13;1;0;0;0;0;38;1;1
1202;27;0;0;0;0;0;82;0;0
21031;30;0;0;0;0;1;45;1;0
17503;30;0;0;0;0;0;30;1;1
17511;30;1;0;0;0;0;48;1;0
7699;2;1;0;0;0;0;67;1;1
21601;29;0;0;0;0;1;33;1;0
21422;4;0;0;0;0;0;54;1;1
9218;12;0;0;0;0;1;58;1;0
1817;30;1;0;0;0;0;39;1;0
9717;23;0;0;0;0;0;70;1;1
18629;23;1;0;0;0;0;82;1;1
12992;20;1;0;0;0;0;49;1;1
3369;14;0;0;0;0;0;62;0;1
872;17;1;0;0;0;0;72;1;1
8149;17;1;0;0;0;0;72;1;1
20117;18;0;0;0;0;0;56;1;0
4999;12;0;0;0;0;0;91;1;0
8104;14;1;0;0;0;0;80;1;1
810;20;0;0;0;0;0;38;1;0
18060;16;0;0;0;0;0;78;1;0
8663;26;1;0;0;0;0;26;1;0
13034;9;1;0;0;0;0;62;1;1
5281;27;1;0;0;0;0;29;0;1
5492;11;0;0;0;0;0;35;1;0
19272;3;0;0;0;0;0;48;1;0
267;3;0;0;0;0;0;54;1;0
17683;5;1;0;0;0;0;NA;1;0
10552;29;1;0;0;0;0;64;1;0
13859;24;0;0;0;0;0;21;0;0
3922;21;1;0;0;0;0;54;1;0
15410;8;0;0;0;0;1;32;1;1
4706;2;0;0;0;0;0;38;1;0
11610;8;0;0;0;0;0;NA;1;1
3379;14;0;0;0;0;0;47;1;0
21278;24;1;0;0;0;0;48;1;0
19530;3;0;0;0;0;0;66;1;1
12200;2;0;0;0;0;1;68;0;1
3563;6;0;0;0;0;0;71;1;0
19560;3;0;0;0;0;0;63;1;0
9975;16;0;0;0;0;1;57;1;0
12206;2;0;0;0;0;0;40;0;1
10216;6;0;0;0;0;0;31;0;0
20237;17;0;0;0;0;0;49;0;0
17717;13;0;0;0;0;0;28;0;0
3711;3;0;0;0;0;1;31;1;0
12433;26;1;0;0;0;0;69;1;1
11618;9;0;0;0;0;0;31;1;1
15832;7;0;0;0;0;0;71;1;1
7364;24;0;0;0;0;0;86;1;1
17288;11;1;0;0;0;0;40;1;1
6422;11;1;0;0;0;0;73;1;1
17702;13;0;0;0;0;0;NA;0;1
4883;12;0;0;0;0;0;28;0;0
2523;27;0;0;0;0;0;34;0;0
14861;28;0;0;0;0;1;30;1;1
8716;18;1;0;0;0;0;67;1;1
5758;11;0;0;0;0;0;92;1;0
1895;30;0;0;0;0;0;42;1;0
11284;3;1;0;0;0;0;65;1;1
14378;12;1;0;0;0;0;32;0;0
15208;9;1;0;0;0;0;25;1;1
6088;11;1;0;0;0;0;84;1;1
7131;23;0;0;0;0;0;27;0;0
20974;4;0;0;0;0;0;44;0;0
18377;21;0;0;0;0;0;19;0;0
20988;5;0;0;0;0;0;48;1;1
8367;14;0;0;0;0;0;84;0;0
6412;11;0;0;0;0;0;65;1;0
18669;21;0;0;0;0;0;27;1;0
8389;14;1;0;0;0;0;71;1;0
2772;23;0;0;0;0;0;42;0;1
10325;6;0;0;0;0;0;47;1;0
8015;16;0;0;0;0;0;81;1;0
19187;10;0;0;0;0;0;53;1;0
21616;24;0;0;0;0;0;28;0;0
1193;27;1;0;0;0;0;38;1;0
9845;2;0;0;0;0;0;67;0;0
4324;23;1;0;0;0;0;56;1;1
4305;23;0;0;0;0;0;31;1;1
20221;17;0;0;0;0;0;38;1;0
21758;27;1;0;0;0;0;49;1;1
3822;10;1;0;0;0;0;59;1;0
15568;23;0;0;0;0;0;64;1;0
6317;11;1;0;0;0;0;82;1;1
14081;12;0;0;0;0;0;37;1;0
6229;11;1;0;0;0;0;82;1;1
6222;11;1;0;0;0;0;76;0;1
1714;30;0;0;0;0;0;78;1;1
10577;30;0;0;0;0;0;28;0;0
22340;30;1;0;0;0;0;27;1;1
23448;29;0;0;0;0;0;22;0;0
6207;11;1;0;0;0;0;87;1;1
17700;13;0;0;0;0;0;88;1;1
19799;6;0;0;0;0;0;92;1;1
9684;21;1;0;0;0;0;69;1;1
10705;21;0;0;0;0;0;73;1;1
23305;7;1;0;0;0;0;53;0;1
19005;4;1;0;0;0;0;35;1;0
20699;27;1;0;0;0;0;65;1;0
8076;27;0;0;0;0;0;40;0;1
11666;8;0;0;0;0;0;28;1;1
11408;2;0;0;0;0;0;29;1;1
4539;4;1;0;0;0;1;37;0;0
20390;9;0;0;0;0;0;28;0;0
172;27;1;0;0;0;0;37;0;1
14839;28;1;0;0;0;0;41;1;0
14454;21;0;0;0;0;0;30;1;1
21319;25;0;0;1;0;1;63;1;0
18208;19;0;0;0;0;0;37;1;0
11374;7;0;0;0;0;0;63;1;0
7617;24;0;0;0;0;0;36;1;0
3701;3;0;0;0;0;0;45;1;0
10035;16;0;0;0;0;0;31;1;0
16247;14;0;0;0;0;0;47;1;0
10859;19;0;0;0;0;0;63;0;0
2390;5;1;0;0;0;0;68;1;1
6210;11;0;0;0;0;0;72;1;0
12681;13;0;0;0;0;0;67;1;1
22638;28;1;0;0;0;0;50;1;1
22695;28;1;0;0;0;0;49;0;0
1707;30;1;0;0;0;0;66;1;1
5110;2;1;0;0;0;0;58;1;1
4062;28;0;0;0;0;0;29;0;0
2624;16;0;0;0;0;0;52;1;0
5755;11;0;0;0;0;0;91;1;0
6199;11;1;0;0;0;0;80;1;1
4840;22;1;0;0;0;0;93;0;1
1776;30;0;0;0;0;1;29;1;0
2122;26;1;0;0;0;0;77;1;1
19373;30;1;0;0;0;0;45;1;1
13338;30;1;0;0;0;0;45;1;1
23352;7;1;0;0;0;0;26;1;0
4476;23;1;0;0;0;0;80;1;1
12201;2;0;0;0;0;0;25;1;0
7675;24;1;0;0;0;0;34;1;1
3825;10;1;0;0;0;0;82;1;1
5780;11;1;0;0;0;0;92;0;1
18122;6;0;0;0;0;0;81;1;0
11389;2;1;0;0;0;0;90;0;0
1438;9;1;0;0;0;0;53;1;1
1880;30;0;0;0;0;0;82;1;0
2180;10;1;0;0;0;0;36;0;0
13592;8;0;0;1;0;1;34;1;0
5;8;0;0;0;0;0;81;1;1
1999;17;0;0;0;0;0;48;1;0
2012;25;0;0;0;0;0;50;1;0
22051;10;0;0;0;0;0;39;0;0
19058;29;0;0;0;0;1;56;0;0
12817;13;0;0;0;0;0;31;1;0
18995;5;0;0;0;0;0;28;1;0
1409;12;0;0;0;0;0;31;1;0
18282;15;0;0;0;0;0;23;0;0
5624;11;0;0;0;0;0;26;0;0
2248;6;0;0;0;0;0;32;1;1
8256;14;0;0;0;0;0;30;0;0
11455;2;0;0;0;0;0;22;1;0
19609;17;0;0;0;0;0;31;1;0
13453;15;0;0;0;0;0;49;1;0
17081;11;1;0;0;0;0;26;1;1
11677;8;0;0;0;0;1;23;1;0
4135;26;1;0;1;0;1;32;1;0
4213;20;1;0;0;0;0;53;1;0
5893;11;1;0;0;0;0;81;1;1
19626;17;1;0;0;0;0;68;1;1
22988;17;0;0;0;0;0;44;0;1
5951;11;1;0;1;0;1;84;1;1
6417;11;0;0;0;0;0;75;1;0
20269;17;1;0;0;0;0;41;1;1
16188;24;0;0;0;0;0;20;1;0
22725;23;0;0;0;0;0;54;1;0
20384;9;1;0;0;0;0;30;0;0
8938;27;0;0;1;0;1;38;0;1
12122;26;0;0;0;0;0;35;1;0
16627;4;1;0;0;0;0;55;1;1
13649;6;1;0;0;0;0;68;1;0
13644;6;0;0;0;0;0;35;1;0
1608;22;1;0;0;0;0;49;1;1
1940;24;1;0;0;0;1;52;1;0
4226;11;0;0;0;0;0;20;0;0
18604;24;1;0;0;0;0;47;1;1
14281;18;0;0;0;0;0;72;1;1
23286;7;1;0;0;0;0;38;1;0
22898;17;0;0;0;0;0;25;1;0
1700;30;0;0;0;0;0;90;1;0
11770;19;1;0;0;0;1;53;1;0
15626;23;0;0;0;0;0;50;1;1
2261;28;0;0;0;0;0;35;1;0
21727;27;0;0;0;0;0;36;1;1
20248;17;1;0;0;0;0;61;1;1
2505;27;1;0;0;0;0;53;1;1
2095;5;1;0;0;0;0;44;1;0
13992;25;1;0;0;0;0;50;1;0
11075;6;1;0;0;0;0;55;1;1
9106;26;1;0;0;0;0;32;1;1
9306;4;0;0;0;0;1;41;0;0
6230;11;0;0;0;0;0;78;0;0
5476;11;0;0;0;0;0;42;1;0
8866;27;0;0;0;0;0;48;0;0
22779;16;0;0;0;0;1;57;1;0
13131;6;0;0;0;0;0;28;1;0
10040;14;0;0;0;0;0;73;1;1
1295;16;0;0;0;0;0;55;1;0
13287;15;0;0;1;0;1;32;1;0
13602;15;0;0;0;0;1;38;1;0
1828;30;0;0;0;0;0;26;1;0
11973;15;0;0;0;0;0;37;1;1
7992;16;0;0;0;0;0;36;1;0
2775;16;0;0;0;0;0;32;0;0
13465;14;0;0;0;0;0;40;1;0
2317;5;0;0;0;0;0;59;1;0
2322;5;0;0;0;0;0;35;1;0
301;27;0;0;0;0;0;48;0;0
20642;30;0;0;0;0;0;32;0;0
14921;12;0;0;0;0;0;28;1;1
19525;3;0;0;0;0;0;75;0;0
8376;15;0;0;0;0;0;23;1;0
8425;15;1;0;1;0;1;54;1;1
8306;15;0;0;0;0;0;24;1;0
13688;15;0;0;0;0;0;43;1;0
1508;14;0;0;0;0;1;33;0;0
14302;5;0;0;0;0;0;36;1;0
18061;16;1;0;0;0;0;59;1;1
3673;4;1;0;0;0;0;38;1;1
21536;12;0;0;0;0;0;36;0;1
8591;29;0;0;0;0;0;19;1;0
21728;27;0;0;0;0;1;35;0;0
8211;14;0;0;0;0;0;43;0;0
19257;6;0;0;0;0;0;33;1;0
337;4;0;0;0;0;0;36;1;0
3114;6;0;0;0;0;0;24;0;0
16589;23;0;0;0;0;0;18;0;0
17066;13;0;0;0;0;0;57;1;0
12483;5;0;0;0;0;0;28;1;0
8243;14;1;0;0;0;0;61;0;0
12261;6;0;0;0;0;1;32;1;0
18271;15;0;0;0;0;0;27;1;0
10362;3;0;0;0;0;0;46;1;1
19462;3;1;0;0;0;0;21;1;0
10029;16;0;0;0;0;0;20;0;1
7601;2;0;0;0;0;0;34;1;0
10168;8;1;0;0;0;0;49;0;1
5438;11;0;0;0;0;1;34;1;0
5544;11;1;0;0;0;0;41;0;1
18520;24;0;0;0;0;0;74;1;1
14616;21;0;0;0;0;0;26;0;0
6791;2;0;0;0;0;0;24;1;1
1710;30;1;0;0;0;0;79;1;1
14735;22;0;0;0;0;0;30;1;0
16392;5;0;0;1;0;1;46;1;0
10109;6;1;0;0;0;0;44;1;0
10991;24;1;0;0;0;0;45;1;1
18927;22;0;0;0;0;0;28;1;1
4835;2;1;0;0;0;0;54;1;1
2068;20;1;0;0;0;0;42;1;1
6959;9;0;0;0;0;0;31;1;0
18247;19;0;0;0;0;0;35;0;0
9184;27;0;0;0;0;0;27;1;0
14713;22;1;0;0;0;0;52;1;0
17131;11;0;0;0;0;0;24;1;0
4525;5;1;0;0;0;0;75;1;1
2407;7;1;0;0;0;0;28;1;1
19218;8;0;0;0;0;0;68;1;0
548;3;0;0;0;0;1;54;1;0
20975;4;0;0;0;0;0;47;0;0
11058;14;0;0;0;0;0;68;1;0
10082;14;1;0;0;0;0;91;1;0
712;12;1;0;0;0;0;40;1;1
15755;2;1;0;0;0;0;52;1;1
7121;20;0;0;0;0;0;38;1;1
14878;24;1;0;0;0;0;76;1;1
19807;6;1;0;0;0;0;77;1;1
21333;25;1;0;0;0;0;56;1;1
12844;18;1;0;0;0;0;76;1;1
13775;19;0;0;0;0;0;39;0;1
14697;10;0;0;0;0;0;35;0;0
19637;17;0;0;0;0;0;56;0;1
4162;3;1;0;0;0;0;32;0;0
13273;16;0;0;0;0;0;61;1;0
18485;23;0;0;0;0;0;34;1;0
13278;15;0;0;0;0;1;40;1;0
4174;3;0;0;0;0;0;25;1;0
17398;4;1;0;0;0;0;49;1;1
2994;15;0;0;0;0;0;33;1;0
16114;15;0;0;0;0;0;31;1;0
16175;24;0;0;0;0;0;35;1;0
8028;16;0;0;0;0;0;31;1;0
20965;4;0;0;0;0;0;59;1;0
3642;18;0;0;0;0;0;28;1;0
3715;3;0;0;0;0;0;37;1;0
3648;3;0;0;0;0;0;34;1;0
2572;17;0;0;0;0;0;69;0;1
16552;16;0;0;0;0;0;28;1;0
9504;12;0;0;0;0;1;22;1;0
1415;4;0;0;0;0;0;31;1;0
8237;14;0;0;0;0;0;29;0;0
3712;3;0;0;0;0;1;43;1;0
17413;16;0;0;0;0;1;26;1;1
12015;6;0;0;0;0;0;33;1;0
13253;16;0;0;0;0;0;44;1;0
2111;4;0;0;0;0;0;29;1;1
12769;13;0;0;0;0;0;39;1;0
22200;8;0;0;0;0;0;40;1;1
1573;22;0;0;0;0;0;58;1;0
10993;24;0;0;0;0;1;35;1;1
6816;24;1;0;0;0;0;32;0;0
18607;24;1;0;0;0;0;73;1;0
6624;11;0;0;0;0;0;30;1;0
23161;27;0;0;0;0;0;50;1;0
19669;21;0;0;0;0;0;41;1;1
15038;8;1;0;0;0;0;53;1;0
7801;27;1;0;0;0;0;31;1;1
23003;17;0;0;0;0;1;34;0;0
18330;20;1;0;0;0;0;70;1;1
12933;18;0;0;0;0;0;42;0;1
6573;11;0;0;0;0;0;70;1;0
22901;17;0;0;0;0;0;50;1;0
6803;24;0;0;0;0;0;36;1;0
14726;22;1;0;0;0;0;57;1;1
3335;15;0;0;0;0;0;33;1;0
9094;25;0;0;0;0;0;86;0;0
8630;17;1;0;0;0;0;38;1;0
7422;28;1;0;0;0;0;89;0;1
3517;7;1;0;0;0;1;49;1;1
23012;17;0;0;0;0;0;60;0;1
15375;9;0;0;0;0;1;32;1;0
21087;22;0;0;0;0;0;27;1;0
1543;14;1;0;0;0;0;32;1;0
22401;5;0;0;0;0;1;27;1;0
5433;11;0;0;0;0;0;59;1;0
18033;16;0;0;0;0;0;42;1;0
3719;3;0;0;0;0;1;43;1;0
13638;6;1;0;0;0;0;44;1;1
13407;15;0;0;0;0;0;27;0;0
7641;2;0;0;0;0;0;30;1;0
11474;7;0;0;0;0;0;30;0;1
4562;27;0;0;0;0;0;18;0;0
9988;14;0;0;0;0;0;20;0;0
14696;10;1;0;0;0;1;76;1;0
12267;13;1;0;0;0;0;70;1;1
156;27;1;0;0;0;0;91;1;1
19753;6;1;0;0;0;0;88;1;0
2659;7;0;0;0;0;1;41;1;0
15298;9;1;0;0;0;0;80;1;1
13858;24;0;0;0;0;0;20;1;1
15770;7;0;0;0;0;0;51;1;1
11951;16;0;0;0;0;0;41;1;0
16967;12;0;0;0;0;0;32;0;0
16043;17;0;0;0;0;0;42;0;1
23076;8;1;0;0;0;0;65;1;1
2339;10;0;0;0;0;0;41;0;0
18846;30;0;0;0;0;0;34;1;0
19557;3;0;0;0;0;0;80;1;1
20489;6;0;0;0;0;0;50;1;0
9460;14;1;0;0;0;0;63;1;0
9202;15;0;0;0;0;0;49;1;0
14486;9;1;0;0;0;1;48;1;1
1119;9;0;0;0;0;0;32;1;0
205;25;0;0;0;0;0;39;1;1
9205;15;0;0;0;0;0;27;0;0
21188;25;1;0;0;0;0;46;1;1
19803;6;0;0;1;0;1;34;1;0
17122;11;0;0;0;0;0;24;0;0
2691;25;0;0;0;0;0;48;1;1
13053;9;0;0;0;0;0;42;1;0
6659;2;1;0;0;0;0;22;0;0
9069;25;1;0;0;0;0;19;0;0
2209;10;0;0;0;0;0;29;1;0
23292;7;0;0;0;0;0;28;1;1
4254;3;1;0;0;0;0;43;1;0
23054;8;1;0;0;0;0;39;1;0
10497;29;1;0;0;0;0;77;1;1
5422;9;1;0;0;0;0;33;1;1
13432;15;1;0;0;0;0;82;1;1
16763;19;1;0;0;0;0;77;0;1
13882;18;0;0;0;0;0;84;1;0
13045;9;0;0;0;0;0;24;0;0
714;12;0;0;0;0;0;56;1;1
11290;3;1;0;0;0;0;65;1;1
5742;11;1;0;0;0;0;77;1;1
19050;29;1;0;0;0;0;36;1;0
13540;2;0;0;0;0;0;45;0;1
14415;26;1;0;0;0;0;87;1;1
19640;17;0;0;0;0;0;33;1;1
11362;2;1;0;1;0;1;42;1;1
1248;27;0;0;0;0;0;44;1;0
10111;6;0;0;0;0;0;39;1;0
22169;27;0;0;0;0;0;27;1;1
8280;14;1;0;0;0;0;90;1;1
6530;11;1;0;0;0;0;81;1;1
1519;14;0;0;0;0;0;80;1;0
18039;16;0;0;0;0;0;77;1;0
5237;7;0;0;0;0;0;22;1;0
15351;9;0;0;0;0;0;28;0;0
9465;14;0;0;0;0;0;42;1;0
5684;11;0;0;0;0;0;59;1;0
20281;17;0;0;0;0;0;30;0;0
3203;16;0;0;0;0;0;22;1;0
14027;26;0;0;0;0;0;27;1;1
19268;6;0;0;0;0;0;30;1;1
10952;30;0;0;0;0;1;47;1;0
10933;30;0;0;0;0;0;23;1;0
15407;10;0;0;0;0;0;32;1;0
4371;18;1;0;0;0;0;81;0;1
17857;13;0;0;0;0;0;85;1;1
6365;11;1;0;0;0;0;90;0;1
16937;13;0;0;0;0;0;23;0;0
10726;12;1;0;0;0;0;40;1;0
12861;18;1;0;0;0;0;74;1;1
15421;9;1;0;0;0;0;81;1;1
20890;8;0;0;0;0;0;82;1;0
6146;11;1;0;0;0;0;72;1;1
21398;4;1;0;0;0;0;57;1;1
11011;24;0;0;0;0;0;31;0;0
9818;27;1;0;0;0;0;82;1;1
6082;11;1;0;0;0;1;86;1;0
10053;14;1;0;0;0;0;78;1;1
12268;13;1;0;0;0;0;79;1;1
16231;13;0;0;0;0;0;51;1;0
19532;3;1;0;0;0;0;80;1;1
15045;8;0;0;0;0;0;32;0;0
5769;11;1;0;0;0;0;62;1;1
15409;9;1;0;0;0;1;34;0;1
10651;12;0;0;0;0;0;39;0;0
1434;9;0;0;0;0;0;32;0;0
22172;27;1;0;0;0;0;29;1;1
8730;18;0;0;0;0;0;43;0;1
2508;27;1;0;0;0;0;57;1;1
3001;15;0;0;0;0;0;79;0;1
8188;29;0;0;1;0;1;83;1;0
3208;16;0;0;0;0;0;48;0;0
4101;7;0;0;0;0;0;37;1;1
6166;11;1;0;1;0;1;86;0;1
10603;17;0;0;0;0;0;41;1;0
9265;11;0;0;0;0;0;72;1;0
12234;5;0;0;0;0;0;78;0;1
14777;28;0;0;0;0;0;33;0;1
10256;6;1;0;0;0;0;49;1;1
4609;29;1;0;0;0;0;42;1;1
10758;26;1;0;0;0;0;53;1;1
10069;14;1;0;0;0;0;71;0;1
20816;26;1;0;0;0;0;73;1;1
14662;9;0;0;0;0;0;41;1;0
6444;11;0;0;0;0;0;81;1;0
10543;29;1;0;0;0;0;71;0;1
15010;11;0;0;0;0;1;58;1;0
15808;7;0;0;0;0;0;25;0;0
18232;19;0;0;0;0;0;41;1;0
10612;17;1;0;0;0;0;72;1;1
14408;26;0;0;0;0;0;39;1;1
2162;10;1;0;0;0;0;80;1;0
8678;26;0;0;0;0;0;53;0;1
18188;19;1;0;0;0;1;66;1;1
14262;18;1;0;0;0;0;76;1;1
20969;4;0;0;0;0;0;39;1;0
10969;9;0;0;0;0;0;36;1;0
21423;4;1;0;0;0;0;37;1;0
11053;14;0;0;0;0;0;54;1;0
22179;27;0;0;0;0;0;29;1;1
20888;8;1;0;0;0;0;30;1;1
5840;11;1;0;0;0;1;63;1;1
18134;6;0;0;0;0;0;47;1;1
11633;8;0;0;0;0;0;58;1;1
11808;5;1;0;0;0;0;NA;1;1
5923;11;1;0;0;0;0;82;1;0
2382;5;0;0;0;0;0;62;1;0
1310;15;1;0;0;0;0;31;0;0
